獲補助年度,領域,公司名稱,計畫名稱,負責人姓名,登記地址(行政區),核定日期,計畫起始日,計畫到期日,核定補貼款(元),自籌款,總經費,產業類別(大類),資本額(申請時)
100,獎勵補貼,金漢妮旅行社股份有限公司,提升經營與服務品質之投資計畫 ,黃麗卿,中山區,1000613,991201,1010731,333000,94667000,95000000,住宿及餐飲業,7680000
100,獎勵補貼,立達國際電子股份有限公司,結合雲端服務及軟件之MicroSD card之品牌計畫,王立民,內湖區,1000905,1000501,1011231,472000,26528000,27000000,製造業,380000000
100,獎勵補貼,寶迅科技股份有限公司,提升整體技術服務投資計畫,王中北,信義區,1000905,1000801,1010731,260000,2890000,3150000,專業、科學及技術服務業,45000000
100,獎勵補貼,德義資訊股份有限公司,專業軟體技術服務投資計畫,施惠真,中正區,1001028,991001,1011231,220000,880000,1100000,資訊及通訊傳播業,12500000
100,獎勵補貼,日正食品工業股份有限公司,日正食品導入成本ABC/M管理制度與教育訓練暨㎏改善廠部環境與汰換生產設備增資計畫,劉慶堂,文山區,1001028,990901,1010228,1550000,58676000,60226000,製造業,90000000
100,獎勵補貼,康宇能源科技股份有限公司 ,行動複合式電源與冷凍保鮮整合控制系統,沈科呈,松山區,1001028,1000901,1010831,175000,2325000,2500000,製造業,3500000
100,獎勵補貼,聯合百科電子出版有限公司,經典藝文雜誌庫開發計畫,伍翠蓮,文山區,1001028,1001001,1010930,290000,6014000,6304000,資訊及通訊傳播業,20000000
100,獎勵補貼,安成國際藥業股份有限公司,具國際市場競爭力之高技術障礙學名藥開發計畫,陳志明,內湖區,1001028,990917,1001216,1200000,198800000,200000000,製造業,680315000
100,獎勵補貼,星裕國際股份有限公司,運動休閒零售店點及通路投資計畫,林彥男,內湖區,1001125,1000201,1031231,4800000,1145200000,1150000000,批發及零售業,862256000
100,獎勵補貼,唯豐肉類食品行,唯豐創新服務品質投資計畫,江瑞斌,大安區,1001028,1000901,1011031,320000,4580000,4900000,批發及零售業,5000000
100,獎勵補貼,鴻進科技股份有限公司,鴻進產品營運投資計畫,黃江城,內湖區,1001125,991001,1001231,130000,23870000,24000000,製造業,78000000
100,獎勵補貼,長榮生醫科技股份有限公司,成立台北市國際行銷營用中心擴充投資計畫,陳媚英,中正區,1001125,990801,1000430,4500000,225500000,230000000,專業、科學及技術服務業,40000000
100,獎勵補貼,澔奇數位科技股份有限公司,電子書包之智慧教室整合投資計畫,孫憶明,大安區,1001125,991001,1010930,120000,21880000,22000000,資訊及通訊傳播業,37000000
100,獎勵補貼,德甯股份有限公司,醫藥分工產業投資計畫,簡淑慧,中山區,1001125,1000101,1021231,5000000,715000000,720000000,批發及零售業,300000000
100,獎勵補貼,數位地球科技有限公司,空間資訊應用程式服務投資計畫,林水田,信義區,1001125,1000601,1030530,100000,17400000,17500000,資訊及通訊傳播業,10000000
100,獎勵補貼,出色創意股份有限公司,設計服務國際拓展投資計畫,林秀璐,大同區,1001125,1000901,1011231,120000,5539400,5659400,專業、科學及技術服務業,6600000
100,獎勵補貼,台灣微脂體股份有限公司,脂質載體緩釋新藥TLC399開發投資計畫,洪基隆,南港區,1001226,1010101,1031231,240000,74760000,75000000,專業、科學及技術服務業,388862000
100,獎勵補貼,億鴻系統科技股份有限公司,億鴻營運總部購置暨員工教育訓練投資計畫,張家豪,內湖區,1001226,990915,1011231,1700000,126600000,128300000,專業、科學及技術服務業,105300000
100,獎勵補貼,玩媒體股份有限公司,精品品牌通路拓展投資計畫,陳鴻儀,松山區,1001226,1000601,1020531,220000,19280000,19500000,批發及零售業,8500000
101,獎勵補貼,台灣舒瑞普股份有限公司,雷射縫合機械手臂系統開發投資計畫,鄒德勝,松山區,1010118,1010101,1010430,150000,13350000,13500000,製造業,20000000
101,獎勵補貼,大予創意設計有限公司,介面設計服務創新投資計畫,周志明,信義區,1010605,1010101,1011231,76000,2424000,2500000,資訊及通訊傳播業,2000000
101,獎勵補貼,實聯數位資通股份有限公司,觸控式行動裝置之雲端應用預約服務平台研發投資計畫,林伯實,內湖區,1010605,1010215,1011231,150000,12636000,12786000,資訊及通訊傳播業,18000000
101,獎勵補貼,取絕未來實業有限公司,蔣堂物賞擴店營運投資計畫,吳松洲,萬華區,1010907,1000601,1011230,270000,9730000,10000000,批發及零售業,10000000
101,獎勵補貼,宏奇科技股份有限公司,開發新型觸控式工業用平板電腦投資計畫,陳繼圖,內湖區,1010907,1000501,1030430,600000,34400000,35000000,製造業,36500000
101,獎勵補貼,研泰科技股份有限公司,e化室養殖魚塭即時監控暨通報系統開發投資計畫,邱郁祺,內湖區,1010907,1010101,1011231,50000,2450000,2500000,資訊及通訊傳播業,7000000
101,獎勵補貼,慶峰汽車商行,汽車電腦技術投資計畫,林宜靜,松山區,1010907,1010901,1021231,180000,300000,480000,其他服務業,1100000
101,獎勵補貼,連線網科技有限公司,日韓商品即時購物網站行銷推廣投資計畫  ,戴桂英,中正區,1011221,1011020,1061019,108000,2892000,3000000,資訊及通訊傳播業,3000000
102,獎勵補貼,連欣股份有限公司,樂活社群整合EC投資計畫,邵作俊,大安區,1020201,1011201,1031130,396000,2404000,2800000,製造業,3560000
101,獎勵補貼,向樂達工房,向樂達工房烘培教室設立投資計畫,林志豪,大同區,1011110,1011101,1021031,133320,433320,566640,住宿及餐飲業,240000
101,獎勵補貼,漢翊股份有限公司,素敵屋手創點心工房展店投資計畫,倪正文,大安區,1011110,1020301,1030831,140000,1447002,1587002,批發及零售業,5000000
101,獎勵補貼,北門電器有限公司,響亮新視界產品開發及行銷投資計畫,黃振南,中正區,1011110,1001101,1020630,400000,48600000,49000000,其他服務業,30000000
101,獎勵補貼,呼叫師傅科技有限公司,網路裝修媒合平台投資計畫,張嘉新,信義區,1011110,1011101,1021231,240000,1760000,2000000,資訊及通訊傳播業,2000000
101,獎勵補貼,雲長網路行銷有限公司,網路行銷系統整合投資計畫,劉兆聆,文山區,1011110,1011022,1031021,180000,4820000,5000000,資訊及通訊傳播業,10000000
101,獎勵補貼,走著瞧股份有限公司,建立虛擬名片平台開發投資計畫,鄭勝丰,中正區,1011110,1011101,1041130,228000,1176000,1404000,資訊及通訊傳播業,5132000
101,獎勵補貼,后冠文化事業有限公司,后冠國際中文翻譯平台研發投資計畫,張祐維,中山區,1011110,1011101,1021231,192000,1808000,2000000,資訊及通訊傳播業,2500000
101,獎勵補貼,優莫股份有限公司,商用APP模組化研發及行銷投資計畫,吳明哲,中山區,1011110,1011101,1021031,72000,1928000,2000000,資訊及通訊傳播業,5000000
101,獎勵補貼,天揚資訊股份有限公司,行動專賣APP研發及行銷投資計畫,林柏全,中正區,1011110,1011101,1041031,180000,3820000,4000000,資訊及通訊傳播業,4000000
101,獎勵補貼,紅米國際旅館有限公司,台北市國際青年旅館投資計畫,蕭宗仁,大同區,1011110,1011020,1061020,4000000,8000000,12000000,住宿及餐飲業,10000000
101,獎勵補貼,心裳實尚企業社,台灣名品時尚展店投資計畫,張惠芳,士林區,1011110,1011101,1031031,696000,2304000,3000000,批發及零售業,3000000
101,獎勵補貼,皇冠有限公司,亞太國際航空產業資源整合平台投資計畫,廖陳數,中山區,1011110,1011101,1061031,1092000,7431000,8523000,支援服務業,8000000
101,獎勵補貼,知識經濟國際行銷有限公司,觀光休閒產業標準化研發及行銷投資計畫,陳小康,松山區,1011221,1011101,1041031,552000,8056000,8608000,專業、科學及技術服務業,6010000
101,獎勵補貼,秉炫企業有限公司,岱爾夢都仕女健康美學會館品質提升暨擴大營業計畫,陳甘,中山區,1011221,1011001,1041031,860000,3877000,4737000,其他服務業,3000000
101,獎勵補貼,達振能源股份有限公司,儲能及工業電腦移動裝置鋰電池模組研發及銷售投資計畫,陳敦仁,內湖區,1011221,1011105,1041104,1018000,108982000,110000000,製造業,635000000
101,獎勵補貼,簡杰教育實業有限公司,精緻文創與升學課程研發與行銷投資計畫,簡鸞德,中山區,1011221,1011001,1060930,240000,9660000,9900000,教育服務業,2860000
101,獎勵補貼,全鼎資訊股份有限公司,即時資服維護平台投資計畫,張慧豐,中正區,1011221,1011101,1021031,168800,4831200,5000000,資訊及通訊傳播業,5000000
101,獎勵補貼,雷亞遊戲股份有限公司,古典音樂遊戲投資計畫,鐘志遠,中正區,1011221,1011101,1031031,552000,11448000,12000000,資訊及通訊傳播業,32000000
101,獎勵補貼,皇居國際有限公司,法藝家居投資計畫,鍾宜君,信義區,1011221,1011101,1060630,192000,2308000,2500000,批發及零售業,3000000
101,獎勵補貼,台灣好夥伴志業股份有限公司,台灣好夥伴社區綠美化城市農園投資計畫,林學賢,大安區,1011221,1011101,1031031,288000,2712000,3000000,專業、科學及技術服務業,3000000
101,獎勵補貼,台灣樂菲股份有限公司,台灣樂菲Laf'e品牌行銷投資計畫,詹文雄,內湖區,1011221,1011101,1021031,189000,71362098,71551098,批發及零售業,75000000
101,獎勵補貼,三二三網路科技股份有限公司,線上訂位訂購整合平台擴展投資計畫,顏嘉楠,中山區,1011221,1020101,1031231,1800000,49800000,51600000,資訊及通訊傳播業,29500000
101,獎勵補貼,立達國際電子股份有限公司,混合雲行動充電上網裝置產品研發及行銷投資計畫,王立民,內湖區,1011221,1011101,1030430,1810000,55890000,57700000,製造業,442220000
101,獎勵補貼,弘博鋼鐵股份有限公司,鋼鐵國際供應鏈即時管理雲端系統建構投資計畫,郭永成,中山區,1011221,1010101,1031231,1148000,88852000,90000000,製造業,418000000
101,獎勵補貼,東模股份有限公司,WEEKEE WEEKEE 綠色環保服飾品牌通路虛實整合投資計畫,詹格,信義區,1011221,1011101,1031031,750000,74250000,75000000,批發及零售業,15200000
101,獎勵補貼,聯合麗通國際有限公司,歐美芳香療法訓練中心投資計畫,梁鳳明,中山區,1011221,1011201,1031130,30000,2790000,2820000,批發及零售業,2500000
101,獎勵補貼,綠天使社會企業有限公司,『時尚．環保．綠天使』二手衣著連鎖展店投資計畫,林翠瑩,大安區,1011221,1011108,1041007,378000,4122000,4500000,批發及零售業,3500000
101,獎勵補貼,伊吉邦整合行銷有限公司,『歡樂聖誕嘉年華』聯合攝影展投資計畫,林建全,中正區,1011221,1011101,1031031,54000,1146000,1200000,支援服務業,1200000
101,獎勵補貼,學思科技股份有限公司,雲端學習系統擴充投資計畫,曾思遠,大安區,1011221,1011101,1041031,348000,51452000,51800000,資訊及通訊傳播業,17180000
101,獎勵補貼,智慧時尚股份有限公司,RFID卡片加值服務平台開發投資計畫,張育銓,信義區,1011221,1011101,1030731,700800,9408200,10109000,資訊及通訊傳播業,74960000
101,獎勵補貼,柏登生醫股份有限公司,綜合實驗室建置暨研發投資計畫,賴弘基,信義區,1011221,1010705,1070205,2126000,24895400,27021400,專業、科學及技術服務業,240000000
101,獎勵補貼,順寶國際股份有限公司,常溫顆粒飲料產品開發投資計畫,王亭傑,中山區,1011221,1020101,1021231,1320000,151680000,153000000,批發及零售業,70000000
101,獎勵補貼,狀聲詞有限公司,多元化環保商品研發與創新設計實驗空間投資計畫,蘇艾,信義區,1011221,1011201,1061130,514800,4628690,5143490,專業、科學及技術服務業,950000
101,獎勵補貼,咖啡箱有限公司,創意咖啡多元美食推廣投資計畫,邢光怡,松山區,1011221,1011216,1041215,144000,4708800,4852800,住宿及餐飲業,1030000
101,獎勵補貼,及雲行動科技有限公司,3D-AR多媒體行銷系統投資計畫,陳郁文,松山區,1011221,1011201,1021130,30600,969400,1000000,資訊及通訊傳播業,1000000
101,獎勵補貼,歐格馬股份有限公司,室內設計建材整合行銷計畫,周志承,大安區,1011221,1011101,1021031,250200,4749800,5000000,專業、科學及技術服務業,1500000
101,獎勵補貼,無我企業有限公司,幸福推手養成中心投資計畫,楊玉帆,中山區,1011221,1010101,1021231,144000,2026000,2170000,批發及零售業,3000000
101,獎勵補貼,樂雲國際有限公司,數位內容與產品設計投資計畫,簡嘉伶,大安區,1011221,1011201,1021130,100800,8422200,8523000,資訊及通訊傳播業,600000
102,獎勵補貼,達特普雷生技股份有限公司,因應國家生技醫療產業升級所產生品管檢驗培養基大量需求之投資計畫,何德智,內湖區,1020201,1011101,1061130,648000,14352000,15000000,專業、科學及技術服務業,6000000
102,獎勵補貼,騎士堡國際事業股份有限公司,騎士堡『兒童生活教育體驗服務』營運總部建置及投資計畫,蔡政雄,中山區,1020201,1011201,1030731,1684000,95969000,97653000,藝術、娛樂及休閒服務業,21000000
102,獎勵補貼,碁碩實業股份有限公司,台北市研發暨行銷營運中心投資計畫,鄭恩弘,信義區,1020201,1000101,1031231,3110000,196890000,200000000,製造業,120000000
102,獎勵補貼,嚮樂科技股份有限公司,工業乙太網路研發中心擴充投資計畫,李金璋,內湖區,1020201,1011201,1021231,122400,3897600,4020000,資訊及通訊傳播業,7000000
102,獎勵補貼,寶利拾股份有限公司,愛料理網站建置開發投資計畫,蕭上農,北投區,1020201,1011101,1021031,120000,4880000,5000000,資訊及通訊傳播業,9420000
102,獎勵補貼,易普網路股份有限公司,網路商店導購服務與行銷應用整合平台計畫,陳振榮,中正區,1020201,1011101,1031031,184800,2815200,3000000,資訊及通訊傳播業,5000000
102,獎勵補貼,香港商安慧投有限公司台灣分公司,全方位視覺化財經資訊網站投資計畫,郭曜郎,大同區,1020201,1011215,1031214,436000,15564000,16000000,資訊及通訊傳播業,6000000
102,獎勵補貼,麥伯股份有限公司,行動個人化行銷系統投資計畫,歐陽振曦,中山區,1020201,1011201,1030630,439200,4560800,5000000,資訊及通訊傳播業,25000000
102,獎勵補貼,環塑科技有限公司,環保塑木行銷推廣及擴產投資計畫,陳科廷,士林區,1020201,1010301,1041231,400000,19120000,19520000,批發及零售業,28000000
102,獎勵補貼,中華雲端股份有限公司 ,雲端虛擬機房NOC建置投資計畫,陳立文,信義區,1020201,1011101,1031031,49200,13960800,14010000,資訊及通訊傳播業,3000000
102,獎勵補貼,戰國策國際股份有限公司,MIT品牌研發及行銷投資計畫,林尚能,中山區,1020201,1011101,1031031,300000,22330000,22630000,資訊及通訊傳播業,10100000
102,獎勵補貼,帷影國際展業,帷影國際展業新投資創立計畫,韋孟君,松山區,1020201,1011101,1060630,378000,1502000,1880000,專業、科學及技術服務業,200000
102,獎勵補貼,全球一動股份有限公司,無線寬頻接取業務投資計畫,何薇玲,中山區,1020201,1010101,1031231,8008400,2134096600,2142105000,資訊及通訊傳播業,2454149000
102,獎勵補貼,明訊資訊有限公司,DBEYE巨量資料庫稽核監控系統投資計畫,劉士玄,士林區,1020201,1020101,1031231,2189200,13870800,16060000,資訊及通訊傳播業,12000000
102,獎勵補貼,奇力愛股份有限公司,客制化癌症化療餐暨老人疾病養生餐增建中央廚房擴大規模投資計畫,王品喬,內湖區,1020201,1020101,1061231,3248600,11191400,14440000,住宿及餐飲業,8000000
102,獎勵補貼,清越有限公司,創新造型潔牙用品設計暨市場營銷投資計畫,林洛甫,中正區,1020201,1011201,1021231,279000,3761000,4040000,資訊及通訊傳播業,6000000
102,獎勵補貼,歐酷網路有限公司,全球行動影音App開發投資計畫,劉于遜,南港區,1020201,1011101,1021031,72000,458000,530000,資訊及通訊傳播業,600000
102,獎勵補貼,醇品實業有限公司,手感濾泡行動咖啡車體系建置投資計畫,何聖傑,大安區,1020201,1011101,1021130,250800,2749200,3000000,專業、科學及技術服務業,2000000
102,獎勵補貼,樂活在台北股份有限公司,商務辦公室租賃暨商務行銷投資計畫,謝孟儒,士林區,1020201,1020111,1040831,247200,13752800,14000000,支援服務業,8000000
102,獎勵補貼,鉅麗富達股份有限公司,頭皮管理複合式沙龍投資計畫,張瑞欽,大安區,1020201,1020101,1031231,423360,7888640,8312000,其他服務業,18500000
102,獎勵補貼,新鎧科技股份有限公司,智能產品研發及行銷投資計畫,丁宜良,內湖區,1020419,1020101,1061231,633360,56066640,56700000,製造業,300000000
102,獎勵補貼,頑石創意股份有限公司,台灣原創動畫研發製作暨互動展投資計畫,林芳吟,南港區,1020419,1000601,1060930,3701200,144298800,148000000,資訊及通訊傳播業,120090000
102,獎勵補貼,好生活網路科技股份有限公司,台北市餐廳來客數提升投資計畫,吳君?,大安區,1020419,1011201,1030731,79380,1420620,1500000,資訊及通訊傳播業,1500000
102,獎勵補貼,傳奇網路遊戲股份有限公司,遊戲產業創新研發及行銷投資計畫,張峰旗,信義區,1020419,1020101,1061231,2899920,232420080,235320000,資訊及通訊傳播業,470640000
102,獎勵補貼,華翼國際股份有限公司,中小企業庫存暢貨行銷投資計畫,陳佳慶,大安區,1020419,1020201,1050229,228240,4843760,5072000,批發及零售業,8000000
102,獎勵補貼,藝言堂創意股份有限公司,行動微型售票系統暨藝企媒合投資計畫,林子勛,松山區,1020419,1020101,1041231,115920,4044080,4160000,藝術、娛樂及休閒服務業,5000000
102,獎勵補貼,自然楓生技顧問有限公司,化妝品產、銷、人才暨養生行銷整合投資計畫,梁育菁,北投區,1020419,1020101,1021231,129600,2674400,2804000,支援服務業,3000000
102,獎勵補貼,米蘭國際開發有限公司,Milano展店投資計畫,游世瑛,中正區,1020419,1011101,1031031,131800,4718200,4850000,批發及零售業,10000000
102,獎勵補貼,奧石數位文創股份有限公司,藝文活動數位出版影棚投資計畫,趙偉伶,士林區,1020419,1020218,1050217,100000,2740000,2840000,資訊及通訊傳播業,500000
102,獎勵補貼,不來梅網路股份有限公司,數位行銷專業技術擴展及擴大營運投資計畫,張文健,信義區,1020419,1020101,1061231,2629640,20290360,22920000,資訊及通訊傳播業,10000000
102,獎勵補貼,環球胜?股份有限公司,大豆機能胜?投資計畫,陳亮綢,松山區,1020419,1011201,1041130,2230000,292448000,294678000,製造業,160000000
102,獎勵補貼,海峽兩岸健康管理顧問有限公司,海峽兩岸健康管理服務投資計畫,黃靖媛,中正區,1020419,1020401,1061231,154800,4345200,4500000,專業、科學及技術服務業,4500000
102,獎勵補貼,原味錄有限公司,原味錄中央廚房投資計畫,張任河,士林區,1020419,1020201,1060930,327600,3626400,3954000,批發及零售業,3400000
102,獎勵補貼,巨諺科技股份有限公司,奈米塗佈材料開發與應用投資計畫,施陳雪娥,大同區,1020419,1020401,1030331,93400,10036600,10130000,批發及零售業,6600000
102,獎勵補貼,冰淇淋花店股份有限公司,冰淇淋花店股份公司產品設計投資計畫,馮紫卿,大安區,1020419,1020101,1031231,97200,4908750,5005950,批發及零售業,600000
102,獎勵補貼,時習數位股份有限公司,智慧型記憶學習系統研發及行銷投資計畫,陳新海,信義區,1020708,1020501,1040531,201120,9512880,9714000,資訊及通訊傳播業,2750000
102,獎勵補貼,德餘科技股份有限公司,廣域網路負載平衡研發及行銷投資計畫,陳文煌,信義區,1020708,1020601,1050331,397480,15602520,16000000,製造業,16000000
102,獎勵補貼,同文同種股份有限公司,找道茶加盟總部營運發展及門市擴張投資計畫,游順欽,中正區,1020708,1011101,1041130,330720,5669280,6000000,批發及零售業,16000000
102,獎勵補貼,磁力線上股份有限公司,磁力線上股份有限公司投資計畫,謝東波,中山區,1020708,1020101,1061231,3983200,525327800,529311000,資訊及通訊傳播業,92000000
102,獎勵補貼,好味全市集股份有限公司,臺灣特色風味餐飲行銷投資計畫,葉裕清,中山區,1020708,1020116,1070115,486800,11513200,12000000,批發及零售業,1000000
102,獎勵補貼,威數意動股份有限公司,kuAD行動媒體平台研發暨行銷投資計畫,陳正君,大安區,1020708,1020401,1070331,436400,10259361,10695761,資訊及通訊傳播業,52400000
102,獎勵補貼,介宏資訊有限公司,報關行遠距辦公室創新應用投資計畫,尤宗立,松山區,1020708,1020701,1040630,158400,7841600,8000000,資訊及通訊傳播業,25000000
102,獎勵補貼,宇軒數位有限公司,行動應用平台投資計畫,李建昌,大安區,1020708,1011201,1040531,79200,10210800,10290000,資訊及通訊傳播業,6500000
102,獎勵補貼,台灣淘米科技股份有限公司,營運總部暨新人投資計畫,王俊博,中山區,1020708,1020101,1041231,1479000,24061000,25540000,資訊及通訊傳播業,176824000
102,獎勵補貼,美吉樂國際有限公司,虛實整合運動用品店展店投資計畫,王蕙芝,大同區,1020708,1011215,1070228,100000,6900000,7000000,批發及零售業,5000000
102,獎勵補貼,四一室內裝修有限公司,四一玩作品牌概念店暨行銷拓展計畫,黃俊盈,大安區,1020708,1020301,1030630,381600,3441400,3823000,批發及零售業,5000000
102,獎勵補貼,幻多奇創意美術有限公司,幻多奇創意美術_藝樹種子正發芽投資計畫,江蓓蕾,士林區,1020708,1020701,1040630,189730,3488270,3678000,其他服務業,1000000
102,獎勵補貼,悅聖餐飲股份有限公司,一番地壽喜燒美食特色餐廳展店投資計畫,王韋翔,中正區,1020708,1020101,1061231,246000,141324831,141570831,住宿及餐飲業,12500000
102,獎勵補貼,兔子創意股份有限公司,3D動畫研發投資計畫,葉明桂,大安區,1020708,1011101,1030731,906960,10273040,11180000,資訊及通訊傳播業,12000000
102,獎勵補貼,長靴貓繪本館有限公司,長靴貓繪本館展店投資計畫,林湘苓,大安區,1020708,1020316,1050316,391680,7643168,8034848,批發及零售業,300000
102,獎勵補貼,自由系統股份有限公司,企業資訊整合委外管理服務投資計畫,陳穎儀,南港區,1020708,1011101,1031031,443760,3360240,3804000,資訊及通訊傳播業,5100000
102,獎勵補貼,琦珞創意設計有限公司,文創產業媒體宣傳中心投資計畫,邱羿瑄,中山區,1020708,1020501,1030430,107880,1446120,1554000,資訊及通訊傳播業,500000
102,獎勵補貼,新藝室內裝修有限公司,綠建材產品整合行銷投資計畫,徐敏啟,信義區,1020708,1020701,1050630,2610000,11949636,14559636,批發及零售業,5000000
102,獎勵補貼,世廷股份有限公司,環保設備零組件產品之研發及行銷投資計畫,詹廷光,松山區,1020708,1010901,1060831,778200,201126092,201904292,製造業,66000000
102,獎勵補貼,映象帝國股份有限公司,數位平台整合媒體行銷台北市投資計畫,王中言,大安區,1020927,1020501,1040531,1184400,5404848,6589248,支援服務業,10000000
102,獎勵補貼,大畫動畫股份有限公司,STEREO實拍偶戲與虛擬動畫數位合成投資計畫,黃文章,南港區,1020927,1010701,1041231,2577720,90000000,92577720,資訊及通訊傳播業,10000000
102,獎勵補貼,京都同仁堂生物科技股份有限公司,美麗同仁中醫經絡醫學美容事業投資計畫,邱猛詩,大安區,1020927,1010801,1060831,479100,20375408,20854508,批發及零售業,6500000
102,獎勵補貼,塔瑪國際有限公司,居家生態休閒商品品牌建立投資計畫,許恒嘉,內湖區,1020927,1011001,1040331,346800,1950000,2296800,批發及零售業,1000000
102,獎勵補貼,奕達運通有限公司,發展兩岸展覽物品運送之投資計畫,張瑞鈴,南港區,1020927,1020101,1061231,1259730,59000000,60259730,運輸及倉儲業,30000000
102,獎勵補貼,台灣波律股份有限公司,開發自動化生產設備整合投資計畫,余風興,松山區,1020927,1020218,1040217,2500000,202000000,204500000,製造業,400000000
102,獎勵補貼,藝者人文好咖啡興業有限公司,藝者人文咖啡投資計畫,孔凱蓁,大安區,1020927,1011101,1040430,259200,3400000,3659200,批發及零售業,2000000
102,獎勵補貼,策馬入林文化事業有限公司,出版業數位新創--電子書城開發投資計畫,李菁菁,中山區,1020927,1020701,1030630,63000,5000000,5063000,資訊及通訊傳播業,500000
102,獎勵補貼,百誠食品有限公司,藝術展演暨咖啡餐廳空間結合投資計畫,黃國榮,中山區,1020927,1020201,1030731,155880,3900000,4055880,批發及零售業,1000000
102,獎勵補貼,台灣雲端運算股份有限公司,人因工程多工電腦支臂投資計畫,林敬智,內湖區,1020927,1020601,1040630,195000,5000000,5195000,資訊及通訊傳播業,1000000
102,獎勵補貼,雪杉室內裝修設計有限公司,室內裝修業專案管理系統開發投資計畫,許黃勝兆,內湖區,1020927,1020305,1040304,108000,4750000,4858000,專業、科學及技術服務業,3000000
102,獎勵補貼,歐米加遊樂事業有限公司,兒童個別化全能發展親子教育投資計畫,楊育慈,信義區,1020927,1011020,1031019,216240,4002000,4218240,批發及零售業,500000
102,獎勵補貼,英屬維京群島商鼎峰文創事業股份有限公司台灣分公司,錢幣收藏與鑑定創新整合服務開發與行銷投資計畫,陳吉茂,松山區,1020927,1011101,1041031,560400,7098672,7659072,批發及零售業,8000000
102,獎勵補貼,台旌景觀設計工程有限公司,無菌栽培介質研發投資計畫,陳照枝,大安區,1020927,1020501,1070430,816020,3953000,4769020,專業、科學及技術服務業,10000000
102,獎勵補貼,立多旅館有限公司,立多旅館展店行銷投資計畫,王彤洲,萬華區,1020927,1011201,1070331,3479000,60789441,64268441,住宿及餐飲業,8000000
102,獎勵補貼,滾雷科技股份有限公司,手機遊戲社交平台與雲端服務投資計畫,劉惠玲,內湖區,1020927,1020716,1040715,687480,25000000,25687480,資訊及通訊傳播業,52620000
102,獎勵補貼,新生命資訊服務股份有限公司,身心障礙者資源手冊互動式電子書開發投資計畫,林進興,大安區,1020927,1020701,1040630,330240,3000000,3330240,資訊及通訊傳播業,6000000
102,獎勵補貼,新加坡商谷米有限公司台灣分公司,手機遊戲研發暨營運投資計畫,伍明華,大安區,1020927,1011001,1021031,484440,5000000,5484440,資訊及通訊傳播業,5000000
102,獎勵補貼,宸定科技股份有限公司 ,電腦週邊產品研發及行銷投資計畫,陳志成,內湖區,1020927,1020701,1050630,453720,2538000,2991720,批發及零售業,35000000
102,獎勵補貼,棒辣椒娛樂科技股份有限公司,休閒類手機遊戲產品行銷推廣投資計畫,鄧潤澤,內湖區,1020927,1010901,1030831,414960,120000000,120414960,資訊及通訊傳播業,120000000
102,獎勵補貼,神念科技股份有限公司,心電晶片應用在保健消費性電子IC設計服務投資計畫,楊士玉,南港區,1020927,1020301,1040228,577600,6000000,6577600,製造業,6000000
102,獎勵補貼,通用移動電訊股份有限公司,全球新興市場APP推廣平台投資計畫,廖本富,內湖區,1021004,1020515,1040514,1117440,43723116,44840556,資訊及通訊傳播業,30000000
102,獎勵補貼,紐碼軟體有限公司,全球雲端解決方案研發中心設立投資計畫,陳玉和,內湖區,1021004,1020901,1040831,724680,30918612,31643292,資訊及通訊傳播業,15000000
102,獎勵補貼,水晶香國際股份有限公司,水晶香國際有機保養品投資計畫,李仙生,大安區,1021004,1020722,1030721,94341,4905659,5000000,批發及零售業,5000000
102,獎勵補貼,本家股份有限公司,烘培零售門市展店投資計畫,邱仕?,大同區,1021004,1020619,1050618,252000,2248000,2500000,批發及零售業,2500000
102,獎勵補貼,寬築設計有限公司,寬築設計產業投資計畫,趙金群,中山區,1021004,1020601,1040731,99360,656640,756000,專業、科學及技術服務業,1500000
102,獎勵補貼,布嵐肯國際有限公司,布嵐肯運用第三方支付系統進行創新醫美保養品網購平台投資計畫,徐凱玲,信義區,1021004,1020426,1040731,451100,8138900,8590000,批發及零售業,5000000
102,獎勵補貼,擎學股份有限公司,開發線上學習產品以及行銷投資計畫,李熙俊,中正區,1021004,1011101,1030731,264180,58735820,59000000,資訊及通訊傳播業,59000000
102,獎勵補貼,創薪資訊股份有限公司,國際雲端企業比價系統投資計畫,林岡廷,大同區,1021004,1011101,1030131,274800,3725200,4000000,資訊及通訊傳播業,4000000
102,獎勵補貼,傑思國際股份有限公司,長照關懷服務平台研發投資計畫,許哲銓,內湖區,1021004,1020901,1030930,180000,1820000,2000000,批發及零售業,2000000
102,獎勵補貼,玥瑞有限公司,台灣微旅行投資計畫,劉淑慧,內湖區,1021004,1020701,1030630,209790,1790210,2000000,資訊及通訊傳播業,2000000
102,獎勵補貼,貳零資訊股份有限公司,創新型旅遊行程交易平台投資計畫,洪明楓,中山區,1021004,1020204,1031003,239880,6760120,7000000,資訊及通訊傳播業,2200000
102,獎勵補貼,全民健康運動器材行,健康及運動器材產品行銷投資計畫,蔡淑如,南港區,1021004,1020301,1040228,235320,2264680,2500000,批發及零售業,249000
102,獎勵補貼,美商亞博德股份有限公司台灣分公司,成立APT亞太營運總部投資計畫,李展宏,大安區,1021004,1020801,1051031,2116654,17883346,20000000,批發及零售業,10000000
